"Q1_Age","Q2_Gender","Q3_Education","Q4_Language","Q5_Native","Q6_Marital_status","Q7_Family","Q8_First_Job_Sec","Q9_Agency_Name_Type","Q10_Emp._Type","Q11_Client_Name_Type","Q12_Reason","Q13_Previous_Job","Q14_Job_Lead","Q15_Guards_Deployed","Q16A_Formal_Recruitment","Q16B_English_Knowledge","Q16C_Comm._Skill","Q16D_Look_Presentable","Q16E_Compliance_Protocol","Q16F_Supervisor_Vigilance","Q16G_Grievance_Reporting","Q16H_Grievance_Redressal","Q16I_Worklife_Balance","Q17A_Jobtask_RecordMaintain","Q17B_Task_Reception","Q17C_Task_Guarding","Q17D_Task_PickandDrop","Q17E_Task_Telephone","Q17F_Documentation","Q17G_CCTV_Monitor","Q17H_Task_FirstAid","Q17I_EmergencyEvacuation","Q17J_Others_Parking_etc","Q18_Training_Agency","Q19A_Agency_Commu","Q19B_Agency_Computer","Q19C_Agency_Dressing","Q19D_Agency_Fire","Q19E_Agency_Emergency","Q19F_Agency_Grooming","Q19G_Agency_CCTV","Q19H_Agency_Walkie_Talkie","Q19I_Agency_Other_Training","Q20_TrainingProvided_Client","Q20A_Client_Communication","Q20B_Client_Computer","Q20C_Client_Dressing","Q20D_Clinet_FireFighting","Q20F_Client_EmergencyResponse","Q20G_Client_Grooming","Q20H_Client_CCTV","Q20I_Client_Walkie_Talkie","Q20J_Client_Other_Training","Q21_RefresherTraining_Agency","Q22_RefresherTraining_Client","Q23_TrainingQuality_Instructions","Q24_TimeNeeded_LearnSecurity","Q25_LongTerm_CareerPlan","Q26_Investment_PersonalDevelopment","Q27_Monthly_Income","Q28_Payment_Method","Q29_Second_Job","Q30_SecondJob_MonthlyIncome","Q31_Remittence_to_Home","Q32_OtherEarning_Members","Q33A_JobBenefits_ESIC","Q33B_JobBenefits_Pension","Q33C_JobBenefits_Bonus","Q33D_JobBenefits_Gratuity","Q33E_JobBenefits_PF","Q33F_JobBenefits_Loan","Q33G_JobBenefits_Kind","Q33H_JobBenefits_Transport","Q33I_JobBenefits_Lodging","Q34_Leaves_Entitled","Q35_Leaves_Paid","Q36_Workplace_Facilities","Q37A_JobTerms_Marksheet","Q37B_JobTerms_Salary","Q37C_JobTerms_Penalty","Q37D_JobTerms_Union","Q37E_JobTerms_TimelyPayment","Q37F_JobTerms_Promotion","Q37G_JobTerms_PaidLeavePayment","Q37H_JobTerms_ProtectiveGear","Q38_WorkWeek_Days","Q39_WorkHours_Daily","Q40_WorkHours_OvertimeFreq","Q41_WorkHours_OvertimeHours","Q42A_JobSatisfaction_JobOverall","Q42B_JobSatisfaction_Salary","Q42C_JobSatisfaction_WorkHours","Q42D_JobSatisfaction_OrgCulture","Q42E_JobSatisfaction_Colleagues","Q42F_JobSatisfaction_SupervisorAgency","Q42G_JobSatisfaction_SupervisorsClient","Q43A_JobPerception_FairTreatment","Q43B_JobPerception_JobSecurity","Q43C_JobPerception_AttritionRate","Q43D_JobPerception_SalaryNegotiation","Q43E_JobPerception_Earning","Q43F_JobPerception_JobRespect","Q43G_JobPerception_VisitorsTreatment","Q43H_JobPerception_CareerPath","Q43I_JobPerception_PrideFactor","Q43J_JobPerception_RecommendFriend"
"20-25","Male","12th pass","Intermediate","Maharasthra (other than Mumbai)","Single","Yes",2010,"National Player","Do not know","MNC office","Better pay and benefits than elsewhere where they can get employment","none","Personal contact","30-50","Agress","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","yes","yes","yes","no","yes","yes","yes","yes","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Very Good","1-3 months","Will switch to personal business","Yes","9001-10,000","Bank payment","No","no","Yes","Brother/Sisters (siblings)","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","Yes","Yes","No","No","6 days","7-8 hours","Once in a week","4-5 hours","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Niether satisfied nor disatisfied","Agree","Agree","Agree","Disagree","Agree","Agree","Stronlgy Agree","Neutral","Stronlgy Agree","Agree"
"31-35","Male","10th pass","Intermediate","Other state","Married","Yes",2008,"National Player","Do not know","MNC office","Found no better job","none","Walk in","30-50","Agress","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","yes","yes","yes","no","yes","yes","yes","yes","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Good","1-7days","Not sure about it","No","9001-10,000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","No","Yes","No","Yes","6 days","7-8 hours","Once in a week","4-5 hours","Satisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Stronlgy Agree","Strongly disagree","Agree","Disagree","Strongly disagree","Neutral","Agree","Disagree","Agree","Agree"
"36-40","Male","12th pass","Intermediate","Other state","Married","No",2007,"National Player","Renewable fix term","MNC office","Found no better job","none","Walk in","30-50","Strongly agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","yes","yes","yes","no","yes","yes","yes","yes","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Fair","I don't know","Will switch to personal business","No","7001-8000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","Yes","No","No","No","No","Yes","6 days","7-8 hours","Once in a week","4-5 hours","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Disatisfied","Not satisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Agree","Neutral","Neutral","Stronlgy Agree","Disagree","Stronlgy Agree","Stronlgy Agree","Agree","Stronlgy Agree","Agree"
"31-35","Male","Stand. 6-9","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2010,"National Player","Verbal","MNC office","Best possible job for given qualification","none","Personal contact","30-50","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Neutral","yes","yes","yes","no","yes","yes","yes","yes","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Good","I don't know","Will switch to personal business","I plan to do so in future","9001-10,000","Bank payment","No","no","Not applicable","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","No","No","No","Yes","6 days","7-8 hours","Never","Not applicable","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Disagree","Neutral","Disagree","Disagree","Neutral","Agree","Agree","Neutral","Stronlgy Agree","Agree"
"26-30","Male","12th pass","Intermediate","Other state","Married","No",2010,"National Player","Renewable fix term","MNC office","friend/family encouraged","none","Personal contact","30-50","Agress","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","yes","yes","yes","no","yes","yes","yes","yes","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Very Good","4-6 months","Will switch to other sector","I plan to do so in future","8001-9000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","No","Yes","Not applicable/no idea","No","Yes","No","No","Yes","6 days","7-8 hours","Never","Not applicable","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Stronlgy Agree","Agree","Disagree","Disagree","Neutral","Agree","Agree","Neutral","Agree","Agree"
"20-25","Male","12th pass","Intermediate","Other state","Single","No",2009,"National Player","Renewable fix term","MNC office","Best possible job for given qualification","mall","Personal contact","30-50","Agress","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Stronlgy Disagree","yes","yes","yes","no","yes","yes","yes","yes","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Good","1-3 months","Will switch to personal business","No","8001-9000","Bank payment","No","no","Yes","Brother/Sisters (siblings)","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","Yes","No","No","No","No","Yes","6 days","7-8 hours","Once in a week","6-8 hours","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Not satisfied","Disatisfied","Disatisfied","Dissatisfied","Disagree","Neutral","Disagree","Strongly disagree","Strongly disagree","Disagree","Agree","Neutral","Stronlgy Agree","Neutral"
"20-25","Male","10th pass","Intermediate","Other state","Single","Yes","none","National Player","Renewable fix term","MNC office","Wanted career in security","Acer sec","Personal contact","30-50","Agress","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","yes","yes","yes","no","yes","yes","yes","yes","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Very Good","1-4weeks","Remain in security sector","No","8001-9000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","No","No","No","Yes","Yes","No","No","6 days","7-8 hours","Never","Not applicable","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree","Agree","Agree","Strongly disagree","Agree","Agree","Agree","Agree","Agree","Agree"
"26-30","Female","Graudate/diploma","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2011,"National Player","Do not know","MNC office","Other reason","mall","Others","30-50","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Disagree","yes","yes","yes","no","yes","yes","yes","yes","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Good","I don't know","Prepraing for better career elsewhere","Yes","5000-7000","Bank payment","No","no","Not applicable","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Not applicable/no idea","Not applicable/no idea","No","No","Not applicable/no idea","Not applicable/no idea","Not applicable/no idea","6 days","7-8 hours","Once in a week","4-5 hours","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Neutral","Strongly disagree","Agree","Agree","Strongly disagree","Neutral","Strongly disagree","Strongly disagree","Neutral","Agree"
"20-25","Male","10th pass","Intermediate","Maharasthra (other than Mumbai)","Single","No",2012,"National Player","Renewable fix term","MNC office","Other reason","none","Personal contact","30-50","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","yes","yes","yes","no","yes","yes","yes","yes","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Good","4-6 months","Prepraing for better career elsewhere","Yes","8001-9000","Bank payment","No","no","Yes","Brother/Sisters (siblings)","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","No","Yes","Yes","Yes","No","Yes","No","No","6 days","7-8 hours","Never","Not applicable","Niether satisfied nor disatisfied","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Neutral","Neutral","Agree","Disagree","Disagree","Strongly disagree","Disagree","Disagree","Disagree","Disagree"
"31-35","Male","10th pass","Minimal/no idea","Other state","Married","No",2010,"National Player","Renewable fix term","MNC office","Better pay and benefits than elsewhere where they can get employment","none","Personal contact","30-50","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Disagree","yes","yes","yes","no","yes","yes","yes","yes","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Very Good","1-7days","Will switch to personal business","Yes","7001-8000","Bank payment","No","no","Not applicable","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","No","Not applicable/no idea","No","No","No","Yes","No","Yes","6 days","7-8 hours","Never","Not applicable","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Stronlgy Agree","Stronlgy Agree","Strongly disagree","Strongly disagree","Disagree","Disagree","Strongly disagree","Disagree","Strongly disagree","Strongly disagree"
"20-25","Male","Stand. 6-9","Intermediate","Mumbai","Married","Yes",2011,"Local player small","Other","Non-MNC office","Better pay and benefits than elsewhere where they can get employment","none","Walk in","30-50","Agress","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Very Good","1-4weeks","Not sure about it","No","10,001-12000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","Yes","No","Yes","Yes","No","Yes","6 days","7-8 hours","Never","Not applicable","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree","Agree","Agree","Disagree","Disagree","Neutral","Agree","Neutral","Stronlgy Agree","Strongly disagree"
"31-35","Female","12th pass","Fluent","Mumbai","Married","Yes",2009,"Local player small","Renewable fix term","Non-MNC office","Best possible job for given qualification","none","Personal contact","30-50","Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Good","1-4weeks","Not sure about it","No","5000-7000","Bank payment","No","no","Not applicable","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","No","No","No","No","6 days","7-8 hours","2-3 times in a month","4-5 hours","Niether satisfied nor disatisfied","Disatisfied","Disatisfied","Satisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Agree","Disagree","Agree","Disagree","Disagree","Neutral","Agree","Neutral","Agree","Neutral"
"20-25","Male","12th pass","Fluent","Maharasthra (other than Mumbai)","Single","No",2010,"Local player small","Do not know","Non-MNC office","Wanted career in security","office b","Personal contact","30-50","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Disagree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Good","1-4weeks","Remain in security sector","I plan to do so in future","8001-9000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","No","Yes","No","No","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Not satisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Agree","Neutral","Agree","Agree","Agree","Disagree","Agree","Disagree","Stronlgy Agree","Agree"
"26-30","Male","10th pass","Intermediate","Maharasthra (other than Mumbai)","Single","No",2007,"Local player small","Renewable fix term","Non-MNC office","Better pay and benefits than elsewhere where they can get employment","none","Walk in","30-50","Strongly agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Very Good","1-4weeks","Will switch to personal business","I plan to do so in future","5000-7000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","No","No","No","No","No","No","Yes","6 days","7-8 hours","2-3 times in a month","4-5 hours","Niether satisfied nor disatisfied","Disatisfied","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Strongly disagree","Strongly disagree","Stronlgy Agree","Strongly disagree","Agree","Agree","Stronlgy Agree","Strongly disagree","Strongly disagree","Strongly disagree"
"26-30","Male","10th pass","Fluent","Other state","Married","No",2006,"Local player small","Renewable fix term","Non-MNC office","Found no better job","office b","Others","30-50","Strongly agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Stronlgy Disagree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Very Good","1-7days","Remain in security sector","I plan to do so in future","8001-9000","Bank payment","No","no","Yes","Brother/Sisters (siblings)","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","No","No","No","No","6 days","7-8 hours","2-3 times in a week","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Not satisfied","Satisfied","Satisfied","Satisfied","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Neutral","Agree"
"31-35","Male","10th pass","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2011,"Local player small","Renewable fix term","Non-MNC office","Found no better job","none","Personal contact","30-50","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Disagree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Good","1-4weeks","Remain in security sector","I plan to do so in future","8001-9000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","No","Yes","No","No","6 days","7-8 hours","Once in a week","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Not satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Agree","Neutral","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Neutral"
"26-30","Male","10th pass","Intermediate","Maharasthra (other than Mumbai)","Married","No",2012,"Local player small","Do not know","Non-MNC office","Found no better job","none","Personal contact","30-50","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Disagree","Disagree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Very Good","1-7days","Will switch to personal business","I plan to do so in future","8001-9000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","No","No","No","No","6 days","7-8 hours","Once in a week","6-8 hours","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Disatisfied","Satisfied","Agree","Neutral","Agree","Disagree","Disagree","Disagree","Agree","Agree","Stronlgy Agree","Disagree"
"31-35","Male","Stand. 6-9","Minimal/no idea","Other state","Married","Yes",2009,"Local player small","Renewable fix term","Non-MNC office","Better pay and benefits than elsewhere where they can get employment","none","Personal contact","30-50","Agress","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","Neutral","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Good","1-3 months","Remain in security sector","No","8001-9000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","No","Yes","No","No","6 days","7-8 hours","Once in a week","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Disatisfied","Not satisfied","Satisfied","Satisfied","Satisfied","Agree","Neutral","Agree","Agree","Neutral","Disagree","Agree","Disagree","Stronlgy Agree","Agree"
"20-25","Male","10th pass","Fluent","Maharasthra (other than Mumbai)","Single","No",2009,"Local player small","Renewable fix term","Non-MNC office","Best possible job for given qualification","bis sec","Personal contact","30-50","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Good","1-4weeks","Not sure about it","Yes","8001-9000","Bank payment","No","no","Yes","Brother/Sisters (siblings)","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","No","Yes","No","No","6 days","7-8 hours","Once in a week","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Disagree","Agree","Agree","Disagree","Neutral","Agree","Neutral","Agree","Neutral"
"36-40","Male","Stand. 6-9","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2005,"Local player small","Renewable fix term","Non-MNC office","Better pay and benefits than elsewhere where they can get employment","hunter s","Walk in","30-50","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Very Good","1-3 months","Remain in security sector","No","8001-9000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","No","Yes","No","No","6 days","7-8 hours","Once in a week","4-5 hours","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Agree","Strongly disagree","Disagree","Agree","Neutral","Agree","Stronlgy Agree","Agree","Stronlgy Agree","Agree"
"26-30","Male","10th pass","Intermediate","Maharasthra (other than Mumbai)","Single","No",2013,"Local player small","Do not know","Non-MNC office","Found no better job","bis sec","Walk in","30-50","Agress","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Disagree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Very Good","1-4weeks","Prepraing for better career elsewhere","I plan to do so in future","7001-8000","Bank payment","No","no","Yes","Brother/Sisters (siblings)","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","Yes","No","No","No","No","No","6 days","7-8 hours","2-3 times in a week","6-8 hours","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree","Neutral","Neutral","Disagree","Neutral","Agree","Agree","Disagree","Stronlgy Agree","Agree"
"26-30","Male","10th pass","Intermediate","Maharasthra (other than Mumbai)","Married","No",2012,"Local player small","Do not know","Non-MNC office","Found no better job","none","Personal contact","30-50","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Disagree","Neutral","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Good","1-4weeks","Not sure about it","I plan to do so in future","8001-9000","Bank payment","No","no","Yes","Brother/Sisters (siblings)","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","No","Yes","No","No","6 days","7-8 hours","2-3 times in a week","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Disatisfied","Not satisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Agree","Neutral","Agree","Agree","Neutral","Disagree","Agree","Disagree","Stronlgy Agree","Agree"
"26-30","Female","10th pass","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2013,"Local player small","Do not know","Non-MNC office","Found no better job","none","Personal contact","30-50","Neutral","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","Disagree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Good","1-4weeks","Not sure about it","I plan to do so in future","8001-9000","Bank payment","No","no","Not applicable","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","No","No","No","Yes","6 days","7-8 hours","2-3 times in a week","6-8 hours","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Satisfied","Disatisfied","Satisfied","Agree","Disagree","Agree","Strongly disagree","Disagree","Disagree","Agree","Disagree","Stronlgy Agree","Disagree"
"36-40","Male","10th pass","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2007,"Local player small","Do not know","Non-MNC office","Wanted career in security","guard bo","Personal contact","30-50","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Disagree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Good","1-4weeks","Remain in security sector","I plan to do so in future","8001-9000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","No","Yes","No","No","6 days","7-8 hours","2-3 times in a week","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Not satisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Agree","Neutral","Agree","Agree","Agree","Disagree","Agree","Disagree","Stronlgy Agree","Agree"
"20-25","Male","12th pass","Intermediate","Other state","Single","Yes",2011,"Local player small","Do not know","Non-MNC office","Wanted career in security","ceat con","Personal contact","30-50","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Disagree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no",2,"No refresher training","No refresher training","Good","1-4weeks","Remain in security sector","No","9001-10,000","Bank payment","No","no","Yes","Brother/Sisters (siblings)","Yes","No","Yes","Yes","Yes","No","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","No","Yes","No","No","6 days","7-8 hours","2-3 times in a week","4-5 hours","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Not satisfied","Satisfied","Disatisfied","Satisfied","Agree","Neutral","Agree","Agree","Neutral","Disagree","Agree","Disagree","Stronlgy Agree","Agree"
